📡永久免费👉公告,#genre#
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226251/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
上海东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226336/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226342/index.m3u8
黑龙江影院,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8
某地区新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226430/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226448/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226495/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226501/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226507/index.m3u8
深圳卫视-SD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226510/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226513/index.m3u8
延边,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8
某地区教育频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8
rRB-生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
漠河综合频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226535/index.m3u8
rRB-影院,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
rRB-新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8
CETV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
黑龙江农业科教 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江少儿 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江影院 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江文体 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江新闻法治 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江都市 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
鹤岗新闻综合 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
佳木斯新闻综合 2.5M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
山东教育卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
北京纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影院,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
健康有约,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精彩搏击,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8


湖南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
浙江卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
东方卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
广东卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
深圳卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
北京卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
四川卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
江西卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
海南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
贵州卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
重庆卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
吉林卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
黑龙江视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8

📡安徽专线👉联通,#genre#
安徽卫视HD,http://202.102.201.244:40022/rtp/238.1.79.27:4328
安徽经济生活HD,http://202.102.201.244:40022/rtp/238.1.79.44:4464
安徽影视频道HD,http://202.102.201.244:40022/rtp/238.1.79.42:4448
安徽公共频道HD,http://202.102.201.244:40022/rtp/238.1.79.43:4456
安徽综艺体育HD,http://202.102.201.244:40022/rtp/238.1.79.41:4440
安徽农业科教HD,http://202.102.201.244:40022/rtp/238.1.79.40:4432
安徽人物频道HD,http://202.102.201.244:40022/rtp/238.1.79.45:4472
安徽国际频道,http://202.102.201.244:40022/rtp/238.1.78.61:6360
安徽导视频道,http://202.102.201.244:40022/rtp/238.1.79.66:4664
海豚生活HD,http://202.102.201.244:40022/rtp/238.1.79.50:4512
海豚少儿HD,http://202.102.201.244:40022/rtp/238.1.79.32:4368
海豚健康HD,http://202.102.201.244:40022/rtp/238.1.79.33:4376
海豚影视HD,http://202.102.201.244:40022/rtp/238.1.79.34:4384
家家购物,http://202.102.201.244:40022/rtp/238.1.78.32:6184
北京卫视HD,http://202.102.201.244:40022/rtp/238.1.78.162:7168
天津卫视HD,http://202.102.201.244:40022/rtp/238.1.78.20:6088
重庆卫视HD,http://202.102.201.244:40022/rtp/238.1.78.31:6176
东方卫视HD,http://202.102.201.244:40022/rtp/238.1.78.163:7176
安徽卫视HD,http://202.102.201.244:40022/rtp/238.1.78.150:7072
江苏卫视HD,http://202.102.201.244:40022/rtp/238.1.78.165:7192
浙江卫视HD,http://202.102.201.244:40022/rtp/238.1.78.164:7184
黑龙江卫视HD,http://202.102.201.244:40022/rtp/238.1.78.159:7144
吉林卫视HD,http://202.102.201.244:40022/rtp/238.1.79.48:4496
辽宁卫视HD,http://202.102.201.244:40022/rtp/238.1.78.21:6096
东南卫视HD,http://202.102.201.244:40022/rtp/238.1.78.22:6104
四川卫视HD,http://202.102.201.244:40022/rtp/238.1.78.30:6168
江西卫视HD,http://202.102.201.244:40022/rtp/238.1.78.26:6136
广东卫视HD,http://202.102.201.244:40022/rtp/238.1.78.161:7160
海南卫视HD,http://202.102.201.244:40022/rtp/238.1.79.49:4504
湖北卫视HD,http://202.102.201.244:40022/rtp/238.1.78.168:7216
湖南卫视HD,http://202.102.201.244:40022/rtp/238.1.78.160:7152
贵州卫视HD,http://202.102.201.244:40022/rtp/238.1.78.244:7824
河北卫视HD,http://202.102.201.244:40022/rtp/238.1.78.245:7832
河南卫视HD,http://202.102.201.244:40022/rtp/238.1.79.65:4632
山东卫视HD,http://202.102.201.244:40022/rtp/238.1.78.169:7224
甘肃卫视HD,http://202.102.201.244:40022/rtp/238.1.79.36:4400
陕西卫视,http://202.102.201.244:40022/rtp/238.1.78.88:6576
云南卫视,http://202.102.201.244:40022/rtp/238.1.78.89:6584
山西卫视,http://202.102.201.244:40022/rtp/238.1.78.95:6632
青海卫视,http://202.102.201.244:40022/rtp/238.1.78.102:6688
广西卫视,http://202.102.201.244:40022/rtp/238.1.78.70:6432
内蒙古卫视,http://202.102.201.244:40022/rtp/238.1.78.103:6696
宁夏卫视,http://202.102.201.244:40022/rtp/238.1.78.109:6744
新疆卫视,http://202.102.201.244:40022/rtp/238.1.78.110:6752
西藏卫视,http://202.102.201.244:40022/rtp/238.1.78.101:6680
兵团卫视,http://202.102.201.244:40022/rtp/238.1.78.104:6704
三沙卫视,http://202.102.201.244:40022/rtp/238.1.78.27:6144
厦门卫视,http://202.102.201.244:40022/rtp/238.1.78.246:7840
陶瓷HD,http://202.102.201.244:40022/rtp/238.1.78.157:7128
全纪实HD,http://202.102.201.244:40022/rtp/238.1.78.151:7080
纪实人文HD,http://202.102.201.244:40022/rtp/238.1.78.153:7096
动漫秀场HD,http://202.102.201.244:40022/rtp/238.1.78.154:7104
金鹰纪实HD,http://202.102.201.244:40022/rtp/238.1.79.9:4184
茶频道HD,http://202.102.201.244:40022/rtp/238.1.79.30:4352
快乐垂钓HD,http://202.102.201.244:40022/rtp/238.1.79.31:4360
生活时尚HD,http://202.102.201.244:40022/rtp/238.1.78.155:7112
体育赛事HD,http://202.102.201.244:40022/rtp/238.1.78.33:6192
中甲联赛HD,http://202.102.201.244:40022/rtp/238.1.79.39:4424
卡酷少儿,http://202.102.201.244:40022/rtp/238.1.78.97:6648
哈哈炫动,http://202.102.201.244:40022/rtp/238.1.78.82:6528
金鹰卡通,http://202.102.201.244:40022/rtp/238.1.78.100:6672
山东教育卫视,http://202.102.201.244:40022/rtp/238.1.78.254:7904
财富天下,http://202.102.201.244:40022/rtp/238.1.78.25:6128
东方财*浦东,http://202.102.201.244:40022/rtp/238.1.78.73:6456
都市剧场,http://202.102.201.244:40022/rtp/238.1.78.74:6464
金色频道,http://202.102.201.244:40022/rtp/238.1.78.76:6480
游戏风云,http://202.102.201.244:40022/rtp/238.1.78.81:6520
法治天地,http://202.102.201.244:40022/rtp/238.1.78.84:6544
七彩戏剧,http://202.102.201.244:40022/rtp/238.1.78.85:6552
合肥新闻频道,http://202.102.201.244:40022/rtp/238.1.78.111:6760
肥东新闻综合,http://202.102.201.244:40022/rtp/238.1.78.183:7336
肥东经济生活,http://202.102.201.244:40022/rtp/238.1.78.184:7344
肥西新闻综合,http://202.102.201.244:40022/rtp/238.1.78.185:7352
长丰电视台,http://202.102.201.244:40022/rtp/238.1.78.182:7328
滁州新闻综合,http://202.102.201.244:40022/rtp/238.1.78.132:6928
滁州公共频道,http://202.102.201.244:40022/rtp/238.1.78.133:6936
滁州科教频道,http://202.102.201.244:40022/rtp/238.1.78.134:6944
全椒综合频道,http://202.102.201.244:40022/rtp/238.1.78.203:7496
来安新闻综合,http://202.102.201.244:40022/rtp/238.1.78.204:7504
定远新闻综合,http://202.102.201.244:40022/rtp/238.1.78.205:7512
凤阳新闻频道,http://202.102.201.244:40022/rtp/238.1.78.207:7528
明光综合频道,http://202.102.201.244:40022/rtp/238.1.78.208:7536
芜湖新闻综合,http://202.102.201.244:40022/rtp/238.1.78.112:6768
芜湖公共频道,http://202.102.201.244:40022/rtp/238.1.78.80:6512
芜湖生活频道,http://202.102.201.244:40022/rtp/238.1.78.152:7088
芜湖教育频道,http://202.102.201.244:40022/rtp/238.1.78.167:7208
湾沚新闻综合,http://202.102.201.244:40022/rtp/238.1.78.187:7368
繁昌新闻综合,http://202.102.201.244:40022/rtp/238.1.78.190:7392
无为新闻频道,http://202.102.201.244:40022/rtp/238.1.78.188:7376
南陵新闻综合,http://202.102.201.244:40022/rtp/238.1.78.189:7384
马鞍山新闻综合,http://202.102.201.244:40022/rtp/238.1.79.15:4232
马鞍山公共频道,http://202.102.201.244:40022/rtp/238.1.78.77:6488
安庆新闻综合,http://202.102.201.244:40022/rtp/238.1.78.117:6808
安庆公共频道,http://202.102.201.244:40022/rtp/238.1.78.118:6816
安庆教育频道,http://202.102.201.244:40022/rtp/238.1.78.120:6832
潜山综合频道,http://202.102.201.244:40022/rtp/238.1.78.192:7408
桐城综合频道,http://202.102.201.244:40022/rtp/238.1.78.28:6152
太湖新闻综合,http://202.102.201.244:40022/rtp/238.1.79.12:4208
黄山新闻综合,http://202.102.201.244:40022/rtp/238.1.78.130:6912
黄山公共频道,http://202.102.201.244:40022/rtp/238.1.78.131:6920
徽州新闻频道,http://202.102.201.244:40022/rtp/238.1.78.138:6976
太平电视台,http://202.102.201.244:40022/rtp/238.1.78.199:7464
歙县综合频道,http://202.102.201.244:40022/rtp/238.1.78.200:7472
休宁新闻综合,http://202.102.201.244:40022/rtp/238.1.79.20:4272
祁门综合频道,http://202.102.201.244:40022/rtp/238.1.79.14:4224
黟县新闻综合,http://202.102.201.244:40022/rtp/238.1.78.149:7064
宣城综合频道,http://202.102.201.244:40022/rtp/238.1.78.142:7008
宣城公共频道,http://202.102.201.244:40022/rtp/238.1.78.143:7016
广德新闻综合,http://202.102.201.244:40022/rtp/238.1.78.212:7568
广德生活频道,http://202.102.201.244:40022/rtp/238.1.78.213:7576
郎溪新闻频道,http://202.102.201.244:40022/rtp/238.1.78.214:7584
旌德新闻综合,http://202.102.201.244:40022/rtp/238.1.78.215:7592
宁国新闻综合,http://202.102.201.244:40022/rtp/238.1.78.216:7600
绩溪新闻频道,http://202.102.201.244:40022/rtp/238.1.78.218:7616
池州新闻综合,http://202.102.201.244:40022/rtp/238.1.78.147:7048
池州公共频道,http://202.102.201.244:40022/rtp/238.1.78.148:7056
石台综合频道,http://202.102.201.244:40022/rtp/238.1.78.221:7640
东至综合频道,http://202.102.201.244:40022/rtp/238.1.79.13:4216
铜陵新闻综合,http://202.102.201.244:40022/rtp/238.1.78.139:6984
铜陵公共频道,http://202.102.201.244:40022/rtp/238.1.78.140:6992
铜陵科教频道,http://202.102.201.244:40022/rtp/238.1.78.141:7000
义安新闻综合,http://202.102.201.244:40022/rtp/238.1.78.211:7560
枞阳电视台,http://202.102.201.244:40022/rtp/238.1.78.210:7552
六安综合频道,http://202.102.201.244:40022/rtp/238.1.78.144:7024
六安公共频道,http://202.102.201.244:40022/rtp/238.1.78.145:7032
霍山综合频道,http://202.102.201.244:40022/rtp/238.1.78.220:7632
霍邱新闻综合,http://202.102.201.244:40022/rtp/238.1.78.119:6824
金寨综合频道,http://202.102.201.244:40022/rtp/238.1.79.21:4280
淮南新闻综合,http://202.102.201.244:40022/rtp/238.1.78.113:6776
淮南公共频道,http://202.102.201.244:40022/rtp/238.1.78.114:6784
寿县新闻综合,http://202.102.201.244:40022/rtp/238.1.78.146:7040
淮北新闻综合,http://202.102.201.244:40022/rtp/238.1.78.135:6952
淮北公共频道,http://202.102.201.244:40022/rtp/238.1.78.136:6960
淮北教育频道,http://202.102.201.244:40022/rtp/238.1.78.137:6968
濉溪新闻频道,http://202.102.201.244:40022/rtp/238.1.78.209:7544
宿州新闻综合,http://202.102.201.244:40022/rtp/238.1.78.121:6840
宿州公共频道,http://202.102.201.244:40022/rtp/238.1.78.122:6848
宿州科教频道,http://202.102.201.244:40022/rtp/238.1.78.123:6856
萧县新闻综合,http://202.102.201.244:40022/rtp/238.1.79.46:4480
泗县新闻频道,http://202.102.201.244:40022/rtp/238.1.78.193:7416
蚌埠新闻综合,http://202.102.201.244:40022/rtp/238.1.78.180:7312
蚌埠公共频道,http://202.102.201.244:40022/rtp/238.1.78.181:7320
五河新闻综合,http://202.102.201.244:40022/rtp/238.1.79.52:4528
固镇新闻综合,http://202.102.201.244:40022/rtp/238.1.79.47:4488
阜阳新闻综合,http://202.102.201.244:40022/rtp/238.1.78.124:6864
阜阳公共频道,http://202.102.201.244:40022/rtp/238.1.78.125:6872
阜阳教育频道,http://202.102.201.244:40022/rtp/238.1.78.126:6880
阜阳都市频道,http://202.102.201.244:40022/rtp/238.1.78.127:6888
颍上新闻综合,http://202.102.201.244:40022/rtp/238.1.78.194:7424
界首综合频道,http://202.102.201.244:40022/rtp/238.1.78.195:7432
临泉新闻频道,http://202.102.201.244:40022/rtp/238.1.78.29:6160
阜南新闻综合,http://202.102.201.244:40022/rtp/238.1.79.11:4200
亳州综合频道,http://202.102.201.244:40022/rtp/238.1.78.128:6896
亳州农村频道,http://202.102.201.244:40022/rtp/238.1.78.129:6904
利辛新闻综合,http://202.102.201.244:40022/rtp/238.1.78.196:7440
涡阳新闻综合,http://202.102.201.244:40022/rtp/238.1.78.197:7448
蒙城新闻频道,http://202.102.201.244:40022/rtp/238.1.79.19:4264
安徽卫视HD-,http://112.123.155.153:9901/tsfile/live/0130_1.m3u8
东南卫视HD-,http://112.123.155.153:9901/tsfile/live/0137_1.m3u8
青海卫视HD-,http://112.123.155.153:9901/tsfile/live/0140_1.m3u8
黑龙江卫视HD-,http://112.123.155.153:9901/tsfile/live/0143_1.m3u8

📡北京专线👉全网,#genre#
cctv4,http://117.114.153.25:8180/TV00000000000000000001@HHZT
CCTV5+,http://117.114.153.25:8180/TV00000000000000000066@HHZT
cctv11,http://117.114.153.25:8180/TV00000000000000000002@HHZT
cctv13,http://117.114.153.25:8180/TV00000000000000000003@HHZT
cctv14,http://117.114.153.25:8180/TV00000000000000000005@HHZT
